review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
1456,1887,"Se devolvió la computadora portátil para su reparación por segunda vez y regresó con un daño físico obvio (teclado abultado y rejilla del altavoz presionada), los botones no funcionan y los puertos USB no funcionan.",teclado negative <sep> rejilla del altavoz negative <sep> botones negative <sep> Puertos USB negative,107-114 <sep> 126-145 <sep> 163-170 <sep> 190-201,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard negative <sep> speaker grill negative <sep> buttons negative <sep> USB ports negative
1128,2594,Hizo que la computadora fuera mucho más fácil de usar y navegar.,usar positive <sep> navegar positive,49-53 <sep> 56-63,It made the computer much easier to use and navigate.,use positive <sep> navigate positive
1794,1071,"Me comuniqué con Acer y me están dando DVD de recuperación GRATIS, así que no vayas a pagarlos, solo pídelos y te los darán.",DVD de recuperación positive,39-58,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs positive
1610,2071,"Entonces llamé al servicio de atención al cliente (que también es bueno) y lo revisaron y es solo una característica de seguridad y no afecta el rendimiento en absoluto, simplemente elegí ocultar el mensaje.",Atención al cliente positive <sep> rendimiento neutral <sep> característica de seguridad neutral,30-49 <sep> 145-156 <sep> 102-129,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support positive <sep> performance neutral <sep> safety feature neutral
1972,2491,"Lo primero es lo primero, Macbook pro tiene muchas aplicaciones para hacer la vida más fácil, a diferencia de las computadoras con Windows.",aplicaciones positive,51-63,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications positive <sep> windows negative
2467,1540,Incluso tiene una gran cámara web y Skype funciona muy bien.,cámara web positive <sep> Skype positive,23-33 <sep> 36-41,"It even has a great webcam, and Skype works very well.",webcam positive <sep> Skype positive
392,2137,"uso mi mac todo el tiempo, me encanta el software, la forma en que se tarda poco tiempo en cargar las cosas, lo fácil que es de usar y, sobre todo, cómo no tienes que preocuparte por los virus.",software positive,41-49,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software positive
679,2130,También me gustó la pantalla de cristal.,pantalla de cristal positive,20-39,I also liked the glass screen.,glass screen positive
1591,2214,El programa vino con la computadora y funciona a la perfección.,programa positive,3-11,The program came with the computer and works beautifully.,program positive
2491,1811,"El Mac Snow Leopard O / S es extremadamente fácil de usar, aunque muy diferente a Win XP, Visa o Win7.",Mac Snow Leopard O / S positive <sep> Visa neutral <sep> Win7 neutral <sep> usar positive,3-25 <sep> 90-94 <sep> 97-101 <sep> 53-57,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S positive <sep> Win XP neutral <sep> Visa neutral <sep> Win7 neutral <sep> use positive
2562,2105,Su software y su velocidad le permiten hacer cosas increíbles.,software positive <sep> velocidad positive,3-11 <sep> 17-26,It's software and speed enable it to do amazing things.,software positive <sep> speed positive
1747,2992,La batería no se puede actualizar a una batería de mayor duración.,Batería negative <sep> batería negative,3-10 <sep> 3-10,Battery is not upgradable to a longer life battery.,Battery negative <sep> battery negative
0,2339,Lo cargo por la noche y no llevo el cable conmigo debido a la buena duración de la batería.,cable neutral <sep> duración de la batería positive,36-41 <sep> 68-90,I charge it at night and skip taking the cord with me because of the good battery life.,cord neutral <sep> battery life positive
545,1953,"Mi Toshiba no tenía sonido en todo, solo en ciertas cosas.",sonido negative,20-26,"My Toshiba did not have sound on everything, just certain things.",sound negative
560,1617,Los videos tutoriales en línea hacen que sea muy fácil de aprender si siempre ha usado una PC.,videos tutoriales en línea positive,4-30,The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos positive
2524,843,"El ""abuso"" es que empujé el enchufe con demasiada fuerza.",enchufe negative,28-35,"The ""abuse"" is that I pushed the power plug in too hard.",power plug negative
242,1686,Otra cosa que podría agregar es que la duración de la batería es excelente.,duración de la batería positive,39-61,Another thing I might add is the battery life is excellent.,battery life positive
458,1375,Ese sistema está arreglado.,sistema neutral,4-11,That system is fixed.,system neutral
3022,394,"El estuche de cuero, el teclado y el mouse llegaron en dos días desde el almacén de Memphis.",estuche de cuero neutral <sep> teclado neutral,3-19 <sep> 24-31,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",leather carrying case neutral <sep> keyboard neutral <sep> mouse neutral
383,9,El equipo de Apple también lo ayuda muy amablemente a la hora de elegir qué computadora es adecuada para usted :),Equipo de Apple positive,3-18,The Apple team also assists you very nicely when choosing which computer is right for you :),Apple team positive
3021,265,No hay tutoriales en la pantalla.,tutoriales negative,7-17,No tutorials on the display.,tutorials negative
2815,245,Es ligero y la batería dura mucho tiempo.,batería positive,15-22,It is light and the battery last a very long time.,battery positive
1558,464,"Pasaron por pedirme que abriera varios componentes, sacar la batería, separar el disco duro y después de 2 horas en el teléfono no pudieron arreglarlo.",batería neutral <sep> disco duro neutral,61-68 <sep> 81-91,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery neutral <sep> hard disk neutral
2896,141,"Llamado Acer muchas veces, quieren que pague el envío para enviarlo a su centro de reparación. ¡Me decepcionó mucho porque es una computadora nueva!",Envío negative <sep> centro de reparación neutral,48-53 <sep> 73-93,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping negative <sep> repair center neutral
54,810,USTED NO PODRÁ HABLAR CON UN SERVICIO DE GARANTÍA AMERICANA ESTÁ FUERA DEL PAÍS.,SERVICIO DE GARANTÍA negative,29-49,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,WARRANTY SERVICE negative
386,2377,"El chat de video es lo único que es dudoso, pero estoy seguro de que una vez que anulen la próxima versión en el libro de macbook, la calidad será mejor.",chat de video negative,3-16,The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat negative
613,274,La pequeña batería que tenía solo duraría aproximadamente una hora mientras la tenía en el escritorio.,batería negative,11-18,The little battery that it did have would only last about an hour while just having it on the desktop.,battery negative
574,3016,"Había actualizado mi vieja MacBook a Lion, así que sabía lo que estaba obteniendo, pero no había podido disfrutar de algunas de las increíbles funciones multitáctiles nuevas.",funciones multitáctiles positive,143-166,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",multi-touch features positive
1134,1538,"El diseño es impresionante, la calidad no tiene precedentes.",diseño positive <sep> calidad positive,3-9 <sep> 31-38,"The design is awesome, quality is unprecedented.",design positive <sep> quality positive
2706,859,"No solo es lento en Internet, es lento en general.",Internet negative,20-28,"Its not just slow on the internet, its slow in general.",internet negative
2488,578,"El Final Cut Pro en esta computadora portátil es tan rápido y fácil, y puedo usarlo para transferir todo mi trabajo sin problemas a la computadora de mi casa, que también es una Mac.",Final Cut Pro positive,3-16,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro positive
